Type;Location;Bedrooms;Parking;Suites;Area;Rent;Condo fee;City fee;Total Gross;Rent/Sqm;Total Gross/Sqm;House/Apart
Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0;2260.0;42.5;56.5;Others
Casa;Jardim Botânico;2;0;1;100;7000.0;0.0;0.0;7000.0;70.0;70.0;House
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;150;5200.0;4020.0;1111.0;10331.0;34.67;68.87;Others
Apartamento;Centro;1;0;0;15;800.0;390.0;20.0;1210.0;53.33;80.67;Apartment
Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;1030.0;16.67;21.46;Apartment
Apartamento;Vista Alegre;3;1;0;70;1200.0;0.0;0.0;1200.0;17.14;17.14;Apartment
Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0;1618.0;26.0;32.36;Apartment
Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0;22000.0;29.33;29.33;House
Casa de Condomínio;Ramos;2;2;0;65;1000.0;0.0;0.0;1000.0;15.38;15.38;House
Conjunto Comercial/Sala;Centro;0;3;0;695;35000.0;19193.0;3030.0;57223.0;50.36;82.34;Others
Apartamento;Centro;1;0;0;36;1200.0;0.0;0.0;1200.0;33.33;33.33;Apartment
Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0;2216.0;21.43;31.66;Apartment
Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0;1969.0;16.67;21.88;Apartment
Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0;2611.0;50.0;65.28;Apartment
Quitinete;Copacabana;1;0;0;27;1800.0;501.0;0.0;2301.0;66.67;85.22;Others
Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;15803.0;53.5;65.03;Apartment
Prédio Inteiro;Botafogo;0;0;0;536;28000.0;0.0;3563.0;31563.0;52.24;58.89;Others
Flat;Botafogo;3;1;1;80;3800.0;1040.0;0.0;4840.0;47.5;60.5;Others
Casa de Condomínio;Taquara;3;1;1;115;2000.0;0.0;0.0;2000.0;17.39;17.39;House
Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0;1278.0;17.59;23.67;Apartment
Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0;2436.0;25.37;36.36;Apartment
Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;2738.0;17.27;24.89;Apartment
Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;0.0;10195.0;16.09;21.88;House
Apartamento;Olaria;3;1;0;68;1000.0;670.0;0.0;1670.0;14.71;24.56;Apartment
Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;2700.0;25.64;34.62;Apartment
Flat;Leblon;1;0;0;56;4500.0;1900.0;1500.0;7900.0;80.36;141.07;Others
Conjunto Comercial/Sala;São Cristóvão;0;1;0;25;1100.0;600.0;0.0;1700.0;44.0;68.0;Others
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;76.5;Apartment
Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;1547.0;15.62;32.23;Apartment
Loja/Salão;Campo Grande;0;1;0;35;1300.0;950.0;0.0;2250.0;37.14;64.29;Others
Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0;6200.0;24.0;35.43;Apartment
Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0;12000.0;30.0;30.0;House
Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;3240.0;32.89;42.63;Apartment
Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;12850.0;26.46;33.99;Apartment
Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0;7700.0;30.56;42.78;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;700.0;0.0;0.0;700.0;31.82;31.82;Others
Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;2948.0;21.9;28.08;Apartment
Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0;5520.0;35.45;50.18;Apartment
Conjunto Comercial/Sala;Centro;0;5;0;1306;117540.0;19486.0;0.0;137026.0;90.0;104.92;Others
Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0;1733.0;48.15;64.19;Others
Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0;5776.0;17.5;28.88;Apartment
Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0;3035.0;25.71;43.36;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;50;1500.0;250.0;0.0;1750.0;30.0;35.0;Others
Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;11600.0;20.49;47.54;Apartment
Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0;6950.0;40.91;63.18;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;460;7500.0;4797.0;2019.0;14316.0;16.3;31.12;Others
Conjunto Comercial/Sala;Centro;0;0;0;1170;140456.0;23409.0;5852.0;169717.0;120.05;145.06;Others
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;0.0;4340.0;33.33;48.22;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;0.0;2980.0;26.0;29.8;Apartment
Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0;3020.0;32.64;41.94;Apartment
Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0;6800.0;22.22;37.78;Apartment
Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0;3340.0;25.0;36.3;Apartment
Conjunto Comercial/Sala;Centro;0;1;0;70;1900.0;1080.0;251.0;3231.0;27.14;46.16;Others
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;50;4000.0;1160.0;200.0;5360.0;80.0;107.2;Others
Apartamento;Centro;1;0;0;27;750.0;371.0;19.0;1140.0;27.78;42.22;Apartment
Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0;2725.0;57.14;77.86;Apartment
Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0;2007.0;36.84;52.82;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0;2917.0;19.28;35.14;Apartment
Loja/Salão;Copacabana;0;0;0;34;2000.0;735.0;0.0;2735.0;58.82;80.44;Others
Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0;26600.0;15.62;16.62;House
Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0;9234.0;42.48;60.35;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;84;1500.0;1546.0;0.0;3046.0;17.86;36.26;Others
Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;21500.0;67.42;80.52;Apartment
Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0;4722.0;36.78;54.28;Apartment
Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0;2474.0;17.22;27.49;Apartment
Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0;1813.0;26.42;34.21;Apartment
Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0;7644.0;55.09;70.78;Apartment
Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0;2482.0;20.93;28.86;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0;2725.0;25.0;36.82;Apartment
Conjunto Comercial/Sala;Méier;0;0;0;32;700.0;380.0;56.0;1136.0;21.88;35.5;Others
Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0;2554.0;25.68;34.51;Apartment
Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0;10400.0;53.33;69.33;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;1;2850.0;2050.0;0.0;4900.0;2850.0;4900.0;Others
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0;11300.0;56.43;80.71;Apartment
Casa;Méier;2;0;0;51;1500.0;50.0;0.0;1550.0;29.41;30.39;House
Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;0.0;5170.0;42.11;54.42;Apartment
Apartamento;Barra da Tijuca;2;1;1;70;;970.0;68.0;;;;Apartment
Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0;1660.0;16.67;27.67;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;700.0;1010.0;56.0;1766.0;21.21;53.52;Others
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;24;2500.0;682.0;112.0;3294.0;104.17;137.25;Others
Galpão/Depósito/Armazém;Vargem Grande;0;6;0;2236;40000.0;0.0;0.0;40000.0;17.89;17.89;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;850.0;719.0;0.0;1569.0;26.56;49.03;Others
Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;42000.0;38.36;57.53;House
Casa Comercial;Botafogo;0;0;0;140;7000.0;0.0;137.0;7137.0;50.0;50.98;Others
Galpão/Depósito/Armazém;Maria da Graça;0;3;0;1000;9800.0;0.0;820.0;10620.0;9.8;10.62;Others
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;0.0;3700.0;17.86;26.43;House
Conjunto Comercial/Sala;Centro;0;1;0;390;25397.0;12090.0;1318.0;38805.0;65.12;99.5;Others
Conjunto Comercial/Sala;Centro;0;0;0;320;12000.0;3740.0;1541.0;17281.0;37.5;54.0;Others
Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0;4735.0;43.75;59.19;Apartment
Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;18540.0;52.92;77.25;Apartment
Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0;4370.0;25.0;42.02;Apartment
Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;1094.0;17.78;24.31;Apartment
Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0;3578.0;40.0;51.11;Apartment
Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0;6042.0;30.68;68.66;Apartment
Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0;2540.0;29.73;68.65;Apartment
Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0;7153.0;42.31;55.02;Apartment
Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;0.0;2240.0;19.48;29.09;Apartment
Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0;4090.0;29.41;48.12;Apartment
Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0;2153.0;18.59;27.6;Apartment
Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;0.0;2882.0;42.59;53.37;Apartment
Quitinete;Centro;0;0;0;30;800.0;505.0;0.0;1305.0;26.67;43.5;Others
Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;0.0;2780.0;28.99;40.29;Apartment
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;9170.0;58.33;76.42;Apartment
Loja/Salão;Barra da Tijuca;0;0;0;36;5300.0;2114.0;839.0;8253.0;147.22;229.25;Others
Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0;4188.0;35.26;53.69;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;95;3800.0;1688.0;392.0;5880.0;40.0;61.89;Others
Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0;1600.0;16.67;26.67;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0;4235.0;26.67;47.06;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;310;17050.0;5950.0;1917.0;24917.0;55.0;80.38;Others
Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;5447.0;46.51;63.34;Apartment
Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0;1634.0;35.71;58.36;Others
Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0;2713.0;24.29;38.76;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;145;9000.0;6400.0;0.0;15400.0;62.07;106.21;Others
Apartamento;Praça Seca;2;0;0;80;1000.0;0.0;0.0;1000.0;12.5;12.5;Apartment
Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;2984.0;22.5;37.3;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;142;4000.0;5024.0;12415.0;21439.0;28.17;150.98;Others
Conjunto Comercial/Sala;Botafogo;0;3;0;241;22000.0;9384.0;0.0;31384.0;91.29;130.22;Others
Casa de Vila;Piedade;2;1;0;70;1300.0;0.0;0.0;1300.0;18.57;18.57;House
Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;3650.0;15.7;21.22;Apartment
Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0;9235.0;10.73;35.38;Apartment
Galpão/Depósito/Armazém;Bonsucesso;0;10;0;13010;100000.0;0.0;12000.0;112000.0;7.69;8.61;Others
Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0;27162.0;55.17;187.32;Apartment
Apartamento;Olaria;2;1;0;53;1100.0;160.0;0.0;1260.0;20.75;23.77;Apartment
Quitinete;Copacabana;1;0;0;29;1200.0;460.0;0.0;1660.0;41.38;57.24;Others
Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0;3498.0;33.73;42.14;Apartment
Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0;5665.0;53.75;70.81;Apartment
Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;16400.0;55.6;65.6;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;40;1500.0;637.0;84.0;2221.0;37.5;55.52;Others
Conjunto Comercial/Sala;Centro;0;0;0;48;1400.0;729.0;157.0;2286.0;29.17;47.62;Others
Conjunto Comercial/Sala;Santo Cristo;0;64;0;4800;312000.0;92000.0;0.0;404000.0;65.0;84.17;Others
Conjunto Comercial/Sala;Largo do Machado;0;0;0;30;800.0;592.0;162.0;1554.0;26.67;51.8;Others
Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;8775.0;51.02;59.69;Apartment
Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0;4610.0;52.24;68.81;Apartment
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;30871.0;166.67;205.81;Apartment
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0;12127.0;34.09;55.12;Apartment
Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0;3670.0;31.17;47.66;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;55;900.0;1240.0;240.0;2380.0;16.36;43.27;Others
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0;1827.0;24.55;33.22;Apartment
Casa;Maracanã;8;3;5;259;7000.0;0.0;0.0;7000.0;27.03;27.03;House
Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;5911.0;45.88;69.54;Apartment
Apartamento;Catete;2;0;0;75;3350.0;455.0;0.0;3805.0;44.67;50.73;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0;2224.0;13.33;24.71;Apartment
Casa;Benfica;1;0;0;33;1200.0;0.0;0.0;1200.0;36.36;36.36;House
Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0;1910.0;87.5;119.38;Others
Conjunto Comercial/Sala;Centro;0;0;0;212;13000.0;4700.0;1350.0;19050.0;61.32;89.86;Others
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;490.0;450.0;525.0;1465.0;22.27;66.59;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;445.0;791.0;1041.0;2277.0;22.25;113.85;Others
Apartamento;Praça Seca;2;0;0;80;900.0;350.0;0.0;1250.0;11.25;15.62;Apartment
Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0;1309.0;27.03;35.38;Apartment
Galpão/Depósito/Armazém;Quintino Bocaiúva;0;0;0;550;4300.0;0.0;0.0;4300.0;7.82;7.82;Others
Conjunto Comercial/Sala;Campo Grande;0;0;0;20;800.0;0.0;0.0;800.0;40.0;40.0;Others
Conjunto Comercial/Sala;São Francisco Xavier;0;1;0;27;1500.0;580.0;0.0;2080.0;55.56;77.04;Others
Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0;7700.0;36.67;51.33;Apartment
Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0;6910.0;39.37;54.41;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0;2456.0;22.97;33.19;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1300.0;935.0;217.0;2452.0;40.62;76.62;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;28;800.0;550.0;0.0;1350.0;28.57;48.21;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1600.0;1100.0;350.0;3050.0;35.56;67.78;Others
Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0;4708.0;23.44;36.78;Apartment
Terreno Padrão;Barra da Tijuca;0;0;0;1110;140000.0;0.0;0.0;140000.0;126.13;126.13;Others
Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0;10000.0;50.0;62.5;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;154;3900.0;5100.0;559.0;9559.0;25.32;62.07;Others
Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;8420.0;31.0;42.1;Apartment
Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0;2272.0;25.86;39.17;Apartment
Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0;7020.0;55.0;70.2;Apartment
Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0;9000.0;17.19;28.12;Apartment
Apartamento;Rocha Miranda;2;1;0;50;1100.0;0.0;0.0;1100.0;22.0;22.0;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;2152.0;13.33;28.69;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;21;1200.0;588.0;0.0;1788.0;57.14;85.14;Others
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;500.0;600.0;85.0;1185.0;22.73;53.86;Others
Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;14082.0;192.31;270.81;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;48;2000.0;1064.0;0.0;3064.0;41.67;63.83;Others
Loja/Salão;Barra da Tijuca;0;1;0;120;4000.0;1400.0;1500.0;6900.0;33.33;57.5;Others
Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;46200.0;105.26;121.58;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;35;1000.0;322.0;33.0;1355.0;28.57;38.71;Others
Conjunto Comercial/Sala;Tijuca;0;1;0;20;1000.0;690.0;58.0;1748.0;50.0;87.4;Others
Loja/Salão;Barra da Tijuca;0;1;0;50;4500.0;1172.0;1327.0;6999.0;90.0;139.98;Others
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;3198.0;21.15;30.75;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1380.0;509.0;4889.0;25.0;40.74;Others
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0;4537.0;36.11;63.01;Apartment
Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0;1605.0;16.0;21.4;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;8;0;380;18000.0;5276.0;1851.0;25127.0;47.37;66.12;Others
Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0;7570.0;28.95;39.84;Apartment
Quitinete;Catete;0;0;0;20;700.0;500.0;28.0;1228.0;35.0;61.4;Others
Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;79559.0;92.86;113.66;Apartment
Apartamento;Méier;2;0;0;56;899.0;402.0;135.0;1436.0;16.05;25.64;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;270;7000.0;2800.0;1249.0;11049.0;25.93;40.92;Others
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0;1854.0;16.9;26.11;Apartment
Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0;4981.0;34.29;47.44;Apartment
Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;17946.0;30.0;35.89;Apartment
Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;2350.0;18.39;27.01;Apartment
Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0;2020.0;42.86;57.71;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;700.0;628.0;1120.0;2448.0;29.17;102.0;Others
Conjunto Comercial/Sala;Tijuca;0;0;0;21;1000.0;520.0;116.0;1636.0;47.62;77.9;Others
Apartamento;Barra da Tijuca;1;1;1;65;2350.0;0.0;0.0;2350.0;36.15;36.15;Apartment
Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;27200.0;100.0;123.64;Apartment
Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0;4240.0;33.0;42.4;Apartment
Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;0.0;3600.0;26.88;38.71;Apartment
Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0;1770.0;10.26;22.69;Apartment
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0;4270.0;29.41;50.24;Apartment
Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0;8750.0;65.22;76.09;Apartment
Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0;4980.0;52.86;71.14;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;0.0;2250.0;16.84;23.68;Apartment
Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;40000.0;76.53;102.04;Apartment
Casa Comercial;Botafogo;0;0;0;220;16000.0;0.0;0.0;16000.0;72.73;72.73;Others
Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;0.0;1770.0;20.0;29.5;Apartment
Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0;2384.0;47.5;59.6;Apartment
Box/Garagem;Tijuca;0;0;0;0;380.0;0.0;0.0;380.0;inf;inf;Others
Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;0.0;1898.0;22.95;31.11;Apartment
Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;8934.0;28.0;35.74;Apartment
Flat;Copacabana;1;1;0;63;3600.0;1215.0;0.0;4815.0;57.14;76.43;Others
Flat;Leblon;1;0;1;50;4500.0;1300.0;150.0;5950.0;90.0;119.0;Others
Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;17072.0;75.0;85.36;Apartment
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;0.0;5047.0;26.43;36.05;Apartment
Loja/Salão;Maracanã;0;0;0;85;6500.0;0.0;385.0;6885.0;76.47;81.0;Others
Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0;4010.0;50.0;80.2;Apartment
Casa;Jardim Carioca;3;2;1;135;3000.0;0.0;0.0;3000.0;22.22;22.22;House
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;58;2100.0;495.0;140.0;2735.0;36.21;47.16;Others
Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;3408.0;32.05;43.69;Apartment
Conjunto Comercial/Sala;Copacabana;0;2;0;210;25200.0;6300.0;1890.0;33390.0;120.0;159.0;Others
Quitinete;Centro;0;0;0;28;700.0;400.0;16.0;1116.0;25.0;39.86;Others
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;5559.0;53.33;74.12;Apartment
Conjunto Comercial/Sala;Tijuca;0;1;0;32;900.0;450.0;0.0;1350.0;28.12;42.19;Others
Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;0.0;2732.0;18.14;26.78;Apartment
Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;1520.0;18.46;23.38;Apartment
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0;2999.0;25.0;49.98;Apartment
Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;15850.0;61.9;75.48;Apartment
Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;0.0;3665.0;15.19;23.2;Apartment
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0;3808.0;24.1;45.88;Apartment
Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;0.0;12000.0;22.5;30.0;Apartment
Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0;3215.0;22.62;38.27;Apartment
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;2615.0;20.78;33.96;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;650.0;530.0;170.0;1350.0;27.08;56.25;Others
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;31600.0;49.02;61.96;Apartment
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;2150.0;24.0;28.67;Apartment
Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;8900.0;43.65;70.63;Apartment
Casa;Lins de Vasconcelos;2;0;0;40;950.0;0.0;50.0;1000.0;23.75;25.0;House
Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;23110.0;70.0;92.44;Apartment
Conjunto Comercial/Sala;Botafogo;0;8;0;463;92600.0;11843.0;14355.0;118798.0;200.0;256.58;Others
Conjunto Comercial/Sala;Centro;0;0;0;190;4500.0;886.0;0.0;5386.0;23.68;28.35;Others
Conjunto Comercial/Sala;Centro;0;0;0;185;3000.0;10046.0;462.0;13508.0;16.22;73.02;Others
Conjunto Comercial/Sala;Centro;0;4;0;230;7000.0;3130.0;1202.0;11332.0;30.43;49.27;Others
Conjunto Comercial/Sala;Centro;0;0;0;55;1760.0;1420.0;0.0;3180.0;32.0;57.82;Others
Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;21900.0;38.99;50.23;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;80;2800.0;560.0;0.0;3360.0;35.0;42.0;Others
Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;5000.0;18.5;28.9;Apartment
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;2100.0;21.13;29.58;Apartment
Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;3221.0;23.46;39.77;Apartment
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;35010.0;50.42;58.84;House
Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;5043.0;43.68;57.97;Apartment
Loja/Salão;Copacabana;0;0;0;13;1500.0;520.0;95.0;2115.0;115.38;162.69;Others
Loja/Salão;Barra da Tijuca;0;1;0;95;15000.0;1800.0;1000.0;17800.0;157.89;187.37;Others
Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;700.0;6700.0;26.67;44.67;Others
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0;10508.0;24.34;39.36;House
Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;9452.0;24.31;32.82;Apartment
